panel_id,hogar_id,ola,ano_encuesta,lat,lon,zona,region
P0164,2130157,2,2013,5.705388,-72.987879,2,6
P0165,2130158,2,2013,6.658565,-75.65049,2,7
P0166,2130159,2,2013,6.932381,-75.138632,2,7
P0167,2130160,2,2013,6.093744,-72.668113,2,6
P0168,2130161,2,2013,4.593687,-74.920753,2,1
P0170,2130162,2,2013,10.898798,-74.805445,1,4
P0171,2130163,2,2013,3.429097,-76.507898,1,3
P0172,2130164,2,2013,4.626706,-74.034789,1,1
P0173,2130165,2,2013,1.984016,-77.770793,2,8
P0175,2130167,2,2013,10.98393,-74.756001,1,4
P0176,2130168,2,2013,3.682825,-74.49489,2,1
P0177,2130169,2,2013,7.444692,-75.769035,2,7
P0178,2130170,2,2013,6.911194,-74.753855,2,7
P0179,2130171,2,2013,6.093907,-73.21147,2,6
P0180,2130172,2,2013,8.573184,-75.878539,2,9
P0181,2130173,2,2013,8.229596,-75.43473,2,9
P0182,2130174,2,2013,3.748205,-74.977214,2,1
P0184,2130176,2,2013,1.646827,-77.176787,2,8
P0185,2130177,2,2013,4.385135,-74.541659,2,1
P0186,2130178,2,2013,4.662761,-74.13074,1,1
P0187,2130179,2,2013,4.614729,-73.954457,1,1
P0188,2130180,2,2013,4.595742,-74.04117,1,1
P0189,2130181,2,2013,6.256146,-75.489028,1,2
P0190,2130182,2,2013,1.498949,-77.626874,2,8
P0191,2130183,2,2013,10.393953,-75.540691,1,5
P0192,2130184,2,2013,1.653099,-77.588363,2,8
P0193,2130185,2,2013,6.291461,-75.628844,1,2
P0194,2130186,2,2013,5.990245,-73.362864,2,6
P0195,2130187,2,2013,4.302019,-74.472036,2,1
P0196,2130188,2,2013,7.39952,-75.564501,2,7
P0197,2130189,2,2013,3.407696,-76.575647,1,3
P0198,2130190,2,2013,6.235854,-75.614898,1,2
P0199,2130191,2,2013,4.624138,-74.093237,1,1
P0200,2130192,2,2013,8.25894,-75.499623,2,9
P0202,2130194,2,2013,1.701917,-77.733142,2,8
P0203,2130195,2,2013,4.619018,-74.176623,1,1
P0205,2130197,2,2013,8.927032,-75.666595,2,9
P0207,2130199,2,2013,5.652436,-73.00599,2,6
P0209,2130201,2,2013,10.365361,-75.545909,1,5
P0210,2130202,2,2013,10.926393,-74.753029,1,4
P0211,2130203,2,2013,10.928944,-74.715252,1,4
P0212,2130204,2,2013,1.883657,-77.538486,2,8
P0213,2130205,2,2013,4.139131,-74.090669,2,1
P0214,2130206,2,2013,6.304127,-75.67078,1,2
P0215,2130207,2,2013,6.019648,-73.259412,2,6
P0216,2130208,2,2013,3.770525,-74.533285,2,1
P0217,2130209,2,2013,1.186162,-77.464621,2,8
P0218,2130210,2,2013,8.010719,-75.628342,2,9
P0219,2130211,2,2013,3.447523,-73.919386,2,1
P0220,2130212,2,2013,3.366116,-76.472763,1,3
P0221,2130213,2,2013,4.671635,-74.199757,1,1
P0223,2130215,2,2013,1.423655,-77.371912,2,8
P0225,2130216,2,2013,4.629474,-74.116976,1,1
P0226,2130217,2,2013,8.173468,-75.970254,2,9
P0228,2130218,2,2013,4.651436,-74.10695,1,1
P0229,2130219,2,2013,4.670529,-73.919472,1,1
P0230,2130220,2,2013,4.541115,-73.928528,1,1
P0231,2130221,2,2013,6.582329,-75.140865,2,7
P0232,2130222,2,2013,4.2171,-74.581394,2,1
P0233,2130223,2,2013,4.697307,-73.904978,1,1
P0234,2130224,2,2013,6.299193,-75.52534,1,2
P0235,2130225,2,2013,8.453596,-75.933286,2,9
P0236,2130226,2,2013,3.344817,-76.554963,1,3
P0237,2130227,2,2013,6.993459,-75.098558,2,7
P0238,2130228,2,2013,11.018322,-74.84259,1,4
P0239,2130229,2,2013,6.263514,-75.506335,1,2
P0240,2130230,2,2013,7.012736,-75.782323,2,7
P0241,2130231,2,2013,5.338863,-72.760792,2,6
P0242,2130232,2,2013,10.972537,-74.830752,1,4
P0243,2130233,2,2013,3.477763,-76.546694,1,3
P0244,2130234,2,2013,10.937382,-74.772344,1,4
P0245,2130235,2,2013,5.78329,-73.163744,2,6
P0246,2130236,2,2013,10.352655,-75.499853,1,5
P0247,2130237,2,2013,3.913718,-74.573204,2,1
P0250,2130240,2,2013,4.598382,-74.194209,1,1
P0252,2130242,2,2013,4.667786,-74.181949,1,1
P0253,2130243,2,2013,8.239906,-75.84389,2,9
P0255,2130244,2,2013,10.893383,-74.800061,1,4
P0256,2130245,2,2013,10.913935,-74.746679,1,4
P0257,2130246,2,2013,4.646734,-74.154892,1,1
P0258,2130247,2,2013,6.872879,-75.346837,2,7
P0259,2130248,2,2013,6.233205,-75.553988,1,2
P0260,2130249,2,2013,6.116807,-75.721246,2,7
P0261,2130250,2,2013,6.126076,-75.563737,1,2
P0262,2130251,2,2013,4.159255,-74.451833,2,1
P0263,2130252,2,2013,6.234404,-75.596768,1,2
P0265,2130254,2,2013,3.440772,-76.521647,1,3
P0266,2130255,2,2013,6.26561,-75.537948,1,2
P0267,2130256,2,2013,7.107692,-75.1845,2,7
P0268,2130257,2,2013,3.447785,-76.452413,1,3
P0269,2130258,2,2013,3.75962,-74.888882,2,1
P0273,2130261,2,2013,6.428677,-75.508873,2,7
P0274,2130262,2,2013,4.600492,-73.926755,1,1
P0275,2130263,2,2013,4.481142,-74.056931,1,1
P0276,2130264,2,2013,6.180476,-75.427525,1,2
P0277,2130265,2,2013,6.279484,-75.449586,1,2
P0278,2130266,2,2013,4.623662,-74.044878,1,1
P0279,2130267,2,2013,4.603409,-74.032351,1,1
P0281,2130269,2,2013,6.2755,-75.635509,1,2
P0282,2130270,2,2013,3.445469,-76.493778,1,3
P0283,2130271,2,2013,4.627014,-74.189949,1,1
P0284,2130272,2,2013,6.205488,-75.668536,1,2
P0285,2130273,2,2013,6.009528,-73.309114,2,6
P0286,2130274,2,2013,4.522377,-73.911043,1,1
P0287,2130275,2,2013,1.771212,-77.039216,2,8
P0289,2130277,2,2013,6.589123,-75.559986,2,7
P0290,2130278,2,2013,7.357568,-75.028447,2,7
P0291,2130279,2,2013,10.39507,-75.447531,1,5
P0292,2130280,2,2013,6.244543,-75.603603,1,2
P0293,2130281,2,2013,3.446445,-76.521905,1,3
P0295,2130283,2,2013,6.097157,-72.597445,2,6
P0296,2130284,2,2013,8.270228,-75.131277,2,9
P0297,2130285,2,2013,4.455567,-74.14433,1,1
P0298,2130286,2,2013,1.262943,-77.785008,2,8
P0299,2130287,2,2013,3.817893,-73.808182,2,1
P0300,2130288,2,2013,1.715473,-77.380492,2,8
P0301,2130289,2,2013,4.573638,-74.191859,1,1
P0302,2130290,2,2013,4.563554,-74.133376,1,1
P0303,2130291,2,2013,4.686025,-74.183625,1,1
P0305,2130293,2,2013,8.652275,-76.143232,2,9
P0306,2130294,2,2013,10.975328,-74.858373,1,4
P0307,2130295,2,2013,4.655358,-73.966954,1,1
P0309,2130296,2,2013,10.954839,-74.845319,1,4
P0310,2130297,2,2013,4.783136,-74.253254,1,1
P0311,2130298,2,2013,6.018912,-73.197935,2,6
P0312,2130299,2,2013,10.39031,-75.502333,1,5
P0314,2130301,2,2013,6.222298,-75.576624,1,2
P0315,2130302,2,2013,6.24185,-75.641901,1,2
P0316,2130303,2,2013,4.734159,-74.070757,1,1
P0319,2130306,2,2013,4.654801,-74.043174,1,1
P0320,2130307,2,2013,1.728725,-77.112751,2,8
P0325,2130311,2,2013,1.610973,-77.243157,2,8
P0326,2130312,2,2013,8.558778,-75.950989,2,9
P0328,2130314,2,2013,4.722163,-74.168924,1,1
P0330,2130316,2,2013,1.514948,-78.017427,2,8
P0331,2130317,2,2013,8.414452,-75.39232,2,9
P0332,2130318,2,2013,6.240949,-75.52159,1,2
P0333,2130319,2,2013,6.886003,-75.69101,2,7
P0335,2130321,2,2013,4.651635,-74.151712,1,1
P0336,2130322,2,2013,4.637277,-74.091592,1,1
P0337,2130323,2,2013,3.390012,-76.480238,1,3
P0338,2130324,2,2013,4.664306,-73.996638,1,1
P0339,2130325,2,2013,10.927254,-74.756955,1,4
P0340,2130326,2,2013,5.966957,-73.031846,2,6
P0341,2130327,2,2013,8.767336,-75.486969,2,9
P0342,2130328,2,2013,4.497523,-74.185182,1,1
P0344,2130330,2,2013,4.503061,-74.011454,1,1
P0345,2130331,2,2013,4.561791,-74.168808,1,1
P0346,2130332,2,2013,10.350891,-75.512319,1,5
P0347,2130333,2,2013,4.766144,-74.115665,1,1
P0348,2130334,2,2013,6.229716,-75.424095,1,2
P0349,2130335,2,2013,6.182713,-75.61018,1,2
P0351,2130336,2,2013,4.776371,-74.080609,1,1
P0352,2130337,2,2013,1.574715,-77.456934,2,8
P0353,2130338,2,2013,4.623001,-74.124523,1,1
P0354,2130339,2,2013,6.93487,-75.505869,2,7
P0355,2130340,2,2013,4.676207,-74.016789,1,1
P0356,2130341,2,2013,10.988993,-74.790177,1,4
P0357,2130342,2,2013,6.369804,-72.703602,2,6
P0358,2130343,2,2013,8.152282,-75.365174,2,9
P0359,2130344,2,2013,6.335656,-75.627692,1,2
P0360,2130345,2,2013,6.284766,-75.580369,1,2
P0361,2130346,2,2013,5.214933,-72.996299,2,6
P0362,2130347,2,2013,3.877518,-74.528839,2,1
P0363,2130348,2,2013,8.761959,-75.648723,2,9
P0364,2130349,2,2013,4.676588,-74.054006,1,1
P0365,2130350,2,2013,10.870139,-74.818065,1,4
P0366,2130351,2,2013,3.525912,-76.45502,1,3
P0367,2130352,2,2013,8.736085,-75.909995,2,9
P0368,2130353,2,2013,6.181109,-75.490891,1,2
P0369,2130354,2,2013,3.624449,-74.352079,2,1
P0370,2130355,2,2013,3.490226,-76.487335,1,3
P0371,2130356,2,2013,10.952639,-74.813879,1,4
P0372,2130357,2,2013,10.967573,-74.834018,1,4
P0374,2130358,2,2013,3.496895,-76.475428,1,3
P0375,2130359,2,2013,7.252178,-75.7889,2,7
P0376,2130360,2,2013,1.948148,-77.272419,2,8
P0377,2130361,2,2013,6.167502,-75.597331,1,2
P0378,2130362,2,2013,10.406236,-75.537362,1,5
P0379,2130363,2,2013,7.000453,-75.574698,2,7
P0380,2130364,2,2013,10.969737,-74.737963,1,4
P0381,2130365,2,2013,4.666771,-74.114419,1,1
P0383,2130366,2,2013,6.296837,-75.56445,1,2
P0384,2130367,2,2013,3.45408,-76.503691,1,3
P0385,2130368,2,2013,5.316092,-72.8247,2,6
P0386,2130369,2,2013,10.342906,-75.484181,1,5
P0388,2130371,2,2013,4.395065,-74.436696,2,1
P0389,2130372,2,2013,6.140105,-75.528891,1,2
P0391,2130374,2,2013,6.234153,-75.637262,1,2
P0392,2130375,2,2013,5.929863,-72.869788,2,6
P0393,2130376,2,2013,10.899761,-74.845278,1,4
P0394,2130377,2,2013,4.470617,-74.413567,2,1
P0395,2130378,2,2013,11.032576,-74.829489,1,4
P0396,2130379,2,2013,4.753771,-74.131371,1,1
P0398,2130380,2,2013,3.433911,-74.650315,2,1
P0399,2130381,2,2013,10.971998,-74.716439,1,4
P0400,2130382,2,2013,7.378413,-75.312971,2,7
P0401,2130383,2,2013,6.00756,-73.290743,2,6
P0403,2130385,2,2013,7.200864,-75.886923,2,7
P0404,2130386,2,2013,6.192009,-75.581464,1,2
P0405,2130387,2,2013,1.552246,-77.061446,2,8
P0407,2130389,2,2013,4.585489,-74.106686,1,1
P0408,2130390,2,2013,3.437867,-76.529772,1,3
P0409,2130391,2,2013,4.648274,-74.08331,1,1
P0410,2130392,2,2013,8.572511,-75.559537,2,9
P0411,2130393,2,2013,10.906345,-74.883541,1,4
P0412,2130394,2,2013,4.662831,-74.134186,1,1
P0413,2130395,2,2013,3.525669,-76.452941,1,3
P0414,2130396,2,2013,3.419752,-76.619658,1,3
P0416,2130397,2,2013,4.360177,-74.873907,2,1
P0418,2130399,2,2013,7.08053,-75.582747,2,7
P0419,2130400,2,2013,8.791078,-75.19865,2,9
P0420,2130401,2,2013,4.311604,-74.648563,2,1
P0422,2130403,2,2013,10.97338,-74.762171,1,4
P0423,2130404,2,2013,4.729254,-73.942713,1,1
P0424,2130405,2,2013,4.782044,-74.070596,1,1
P0425,2130406,2,2013,1.522919,-77.463772,2,8
P0426,2130407,2,2013,1.199228,-77.590951,2,8
P0427,2130408,2,2013,7.055502,-76.121514,2,7
P0428,2130409,2,2013,10.402238,-75.502377,1,5
P0430,2130410,2,2013,6.131144,-75.577356,1,2
P0432,2130412,2,2013,1.236587,-77.891365,2,8
P0433,2130413,2,2013,6.114988,-75.522819,1,2
P0435,2130415,2,2013,4.68591,-74.158493,1,1
P0436,2130416,2,2013,10.369103,-75.49748,1,5
P0438,2130417,2,2013,10.902255,-74.763394,1,4
P0440,2130419,2,2013,3.474042,-76.453932,1,3
P0442,2130421,2,2013,4.518381,-73.968077,1,1
P0443,2130422,2,2013,4.585893,-73.9805,1,1
P0445,2130423,2,2013,6.874017,-75.490779,2,7
P0447,2130425,2,2013,10.386524,-75.569232,1,5
P0448,2130426,2,2013,3.960184,-74.484139,2,1
P0449,2130427,2,2013,6.35643,-75.633021,1,2
P0450,2130428,2,2013,10.866234,-74.805353,1,4
P0451,2130429,2,2013,10.952763,-74.705647,1,4
P0452,2130430,2,2013,6.926447,-76.512791,2,7
P0453,2130431,2,2013,6.947203,-75.505538,2,7
P0454,2130432,2,2013,11.046605,-74.786514,1,4
P0455,2130433,2,2013,7.191779,-75.936872,2,7
P0456,2130434,2,2013,8.388231,-75.330159,2,9
P0457,2130435,2,2013,10.402067,-75.507751,1,5
P0458,2130436,2,2013,6.282899,-75.660615,1,2
P0459,2130437,2,2013,6.185193,-72.945156,2,6
P0460,2130438,2,2013,10.893862,-74.792775,1,4
P0464,2130441,2,2013,10.372159,-75.536188,1,5
P0465,2130442,2,2013,4.663767,-74.069394,1,1
P0467,2130444,2,2013,11.024349,-74.911333,1,4
P0469,2130446,2,2013,4.666205,-73.995993,1,1
P0470,2130447,2,2013,8.408824,-75.675988,2,7
P0472,2130449,2,2013,8.581069,-75.708893,2,9
P0475,2130451,2,2013,10.318225,-75.473295,1,5
P0476,2130452,2,2013,8.446181,-75.797972,2,9
P0477,2130453,2,2013,6.219259,-75.515053,1,2
P0478,2130454,2,2013,0.876391,-77.43489,2,8
P0479,2130455,2,2013,10.880067,-74.811295,1,4
P0480,2130456,2,2013,3.38273,-76.576567,1,3
P0482,2130458,2,2013,10.39366,-75.538594,1,5
P0483,2130459,2,2013,4.03552,-74.744546,2,1
P0485,2130461,2,2013,4.704394,-74.080421,1,1
P0486,2130462,2,2013,4.774348,-74.131354,1,1
P0487,2130463,2,2013,10.426839,-75.533179,1,5
P0488,2130464,2,2013,4.754156,-74.125744,1,1
P0489,2130465,2,2013,3.570554,-76.462666,1,3
P0490,2130466,2,2013,4.13995,-74.336555,2,1
P0491,2130467,2,2013,10.971578,-74.824135,1,4
P0492,2130468,2,2013,5.986934,-72.425297,2,6
P0493,2130469,2,2013,4.530823,-74.047527,1,1
P0494,2130470,2,2013,1.477167,-77.298122,2,8
P0495,2130471,2,2013,6.151251,-75.570848,1,2
P0496,2130472,2,2013,4.152715,-74.617734,2,1
P0497,2130473,2,2013,4.685073,-74.25146,1,1
P0498,2130474,2,2013,2.231476,-77.380068,2,8
P0499,2130475,2,2013,1.866263,-77.266213,2,8
P0500,2130476,2,2013,1.384834,-77.588537,2,8
P0501,2130477,2,2013,3.47127,-76.477745,1,3
P0502,2130478,2,2013,6.302453,-75.650631,1,2
P0503,2130479,2,2013,5.869961,-72.770064,2,6
P0504,2130480,2,2013,4.716678,-74.172608,1,1
P0505,2130481,2,2013,8.742692,-75.698362,2,9
P0506,2130482,2,2013,5.86062,-72.446913,2,6
P0508,2130484,2,2013,1.612839,-77.685774,2,8
P0509,2130485,2,2013,8.776437,-75.250436,2,9
P0510,2130486,2,2013,1.904034,-77.399262,2,8
P0511,2130487,2,2013,6.233543,-75.507157,1,2
P0512,2130488,2,2013,6.696081,-75.231778,2,7
P0514,2130490,2,2013,3.467458,-76.552422,1,3
P0515,2130491,2,2013,11.026935,-74.824396,1,4
P0516,2130492,2,2013,10.44289,-75.564164,1,5
P0517,2130493,2,2013,6.271057,-75.558884,1,2
P0520,2130496,2,2013,4.527044,-74.093536,1,1
P0521,2130497,2,2013,4.628789,-74.009567,1,1
P0522,2130498,2,2013,4.853796,-73.939423,1,1
P0523,2130499,2,2013,5.461968,-73.011782,2,6
P0524,2130500,2,2013,5.770566,-72.993828,2,6
P0525,2130501,2,2013,10.933767,-74.879151,1,4
P0526,2130502,2,2013,8.171041,-75.885299,2,9
P0527,2130503,2,2013,4.564076,-74.072754,1,1
P0528,2130504,2,2013,4.558904,-73.914715,1,1
P0532,2130508,2,2013,8.546139,-74.96859,2,9
P0533,2130509,2,2013,8.212146,-75.465175,2,9
P0534,2130510,2,2013,4.055852,-74.485979,2,1
P0535,2130511,2,2013,6.529007,-75.393747,2,7
P0536,2130512,2,2013,3.441646,-76.451872,1,3
P0537,2130513,2,2013,3.814442,-74.513034,2,1
P0539,2130515,2,2013,10.856022,-74.85602,1,4
P0540,2130516,2,2013,3.643081,-74.79752,2,1
P0541,2130517,2,2013,8.237943,-75.535699,2,9
P0542,2130518,2,2013,3.389128,-76.454544,1,3
P0543,2130519,2,2013,6.280833,-75.554586,1,2
P0544,2130520,2,2013,4.630438,-74.070293,1,1
P0545,2130521,2,2013,1.47045,-77.322216,2,8
P0546,2130522,2,2013,3.35913,-76.507017,1,3
P0547,2130523,2,2013,4.225167,-74.336452,2,1
P0548,2130524,2,2013,10.372444,-75.493302,1,5
P0549,2130525,2,2013,4.750479,-73.993739,1,1
P0550,2130526,2,2013,4.050452,-74.533769,2,1
P0551,2130527,2,2013,3.485862,-76.562427,1,3
P0552,2130528,2,2013,7.247457,-75.490404,2,7
P0553,2130529,2,2013,6.222536,-75.545644,1,2
P0554,2130530,2,2013,3.438673,-76.517244,1,3
P0555,2130531,2,2013,6.298522,-73.434575,2,6
P0556,2130532,2,2013,6.246493,-75.525196,1,2
P0557,2130533,2,2013,7.488236,-75.736418,2,7
P0558,2130534,2,2013,5.849364,-72.663232,2,6
P0560,2130536,2,2013,3.433606,-76.490664,1,3
P0561,2130537,2,2013,6.72347,-74.651072,2,7
P0563,2130539,2,2013,4.656569,-74.072115,1,1
P0565,2130540,2,2013,4.490678,-74.000158,1,1
P0566,2130541,2,2013,8.642477,-75.269529,2,9
P0567,2130542,2,2013,5.943159,-72.642843,2,6
P0569,2130544,2,2013,11.046156,-74.743542,1,4
P0570,2130545,2,2013,4.498922,-74.363315,2,1
P0571,2130546,2,2013,4.06197,-74.429184,2,1
P0572,2130547,2,2013,6.76343,-75.317669,2,7
P0574,2130549,2,2013,7.432166,-75.293656,2,7
P0575,2130550,2,2013,6.282306,-75.483853,1,2
P0576,2130551,2,2013,6.214085,-75.497977,1,2
P0578,2130553,2,2013,8.226228,-75.306687,2,9
P0579,2130554,2,2013,4.761453,-74.163302,1,1
P0580,2130555,2,2013,3.459898,-76.585584,1,3
P0581,2130556,2,2013,1.233433,-77.518726,2,8
P0582,2130557,2,2013,10.445878,-75.479364,1,5
P0583,2130558,2,2013,6.159234,-75.597111,1,2
P0584,2130559,2,2013,4.582134,-74.249885,1,1
P0586,2130560,2,2013,10.995095,-74.805557,1,4
P0588,2130562,2,2013,4.732151,-74.042837,1,1
P0589,2130563,2,2013,6.943777,-75.329008,2,7
P0590,2130564,2,2013,6.913436,-75.080533,2,7
P0592,2130565,2,2013,4.561606,-73.989263,1,1
P0593,2130566,2,2013,10.406958,-75.501191,1,5
P0594,2130567,2,2013,3.439923,-76.425473,1,3
P0595,2130568,2,2013,3.362156,-74.709495,2,1
P0596,2130569,2,2013,6.239718,-75.67581,1,2
P0598,2130571,2,2013,3.383483,-76.479918,1,3
P0599,2130572,2,2013,5.579988,-73.056713,2,6
P0600,2130573,2,2013,1.40745,-78.145732,2,8
P0601,2130574,2,2013,1.789762,-77.39652,2,8
P0602,2130575,2,2013,3.421919,-76.598878,1,3
P0604,2130577,2,2013,10.956997,-74.803931,1,4
P0605,2130578,2,2013,4.617214,-73.955743,1,1
P0606,2130579,2,2013,11.054893,-74.778411,1,4
P0609,2130582,2,2013,6.328085,-75.634288,1,2
P0610,2130583,2,2013,10.924895,-74.853308,1,4
P0611,2130584,2,2013,4.633467,-73.992835,1,1
P0612,2130585,2,2013,10.41255,-75.487694,1,5
P0613,2130586,2,2013,10.963691,-74.779272,1,4
P0615,2130587,2,2013,8.336203,-75.783385,2,9
P0616,2130588,2,2013,6.614708,-75.611587,2,7
P0618,2130590,2,2013,3.579281,-73.970415,2,1
P0619,2130591,2,2013,10.362572,-75.452937,1,5
P0620,2130592,2,2013,6.210488,-75.717655,1,2
P0621,2130593,2,2013,7.327735,-75.52565,2,7
P0623,2130595,2,2013,6.236349,-75.53125,1,2
P0624,2130596,2,2013,4.664893,-73.973729,1,1
P0625,2130597,2,2013,5.868394,-73.781413,2,6
P0626,2130598,2,2013,1.752992,-77.6338,2,8
P0627,2130599,2,2013,6.169152,-75.510943,1,2
P0628,2130600,2,2013,5.518423,-72.853354,2,6
P0629,2130601,2,2013,1.60336,-77.172024,2,8
P0630,2130602,2,2013,3.421655,-76.492011,1,3
P0631,2130603,2,2013,5.537428,-72.742892,2,6
P0632,2130604,2,2013,6.674221,-75.639473,2,7
P0633,2130605,2,2013,3.370779,-76.600697,1,3
P0634,2130606,2,2013,4.584621,-74.080297,1,1
P0635,2130607,2,2013,3.375152,-76.530825,1,3
P0636,2130608,2,2013,10.922595,-74.83278,1,4
P0637,2130609,2,2013,9.075272,-75.467928,2,9
P0638,2130610,2,2013,8.46814,-75.749118,2,9
P0639,2130611,2,2013,4.668581,-74.006155,1,1
P0640,2130612,2,2013,1.696169,-77.648843,2,8
P0641,2130613,2,2013,4.601497,-74.00136,1,1
P0643,2130615,2,2013,6.316817,-75.567583,1,2
P0645,2130617,2,2013,6.798991,-75.78179,2,7
P0646,2130618,2,2013,6.263116,-75.627218,1,2
P0647,2130619,2,2013,5.789167,-73.153092,2,6
P0648,2130620,2,2013,6.721385,-75.036219,2,7
P0649,2130621,2,2013,4.666631,-74.06413,1,1
P0650,2130622,2,2013,10.975119,-74.868767,1,4
P0651,2130623,2,2013,3.546802,-76.481233,1,3
P0652,2130624,2,2013,4.601612,-74.048847,1,1
P0653,2130625,2,2013,8.366823,-75.568478,2,9
P0654,2130626,2,2013,3.960082,-74.213663,2,1
P0656,2130627,2,2013,4.573169,-74.097425,1,1
P0657,2130628,2,2013,1.468597,-77.327165,2,8
P0659,2130630,2,2013,6.18471,-75.569382,1,2
P0660,2130631,2,2013,1.940608,-77.33326,2,8
P0661,2130632,2,2013,10.38855,-75.53401,1,5
P0662,2130633,2,2013,5.892712,-72.638682,2,6
P0663,2130634,2,2013,1.484976,-77.327833,2,8
P0664,2130635,2,2013,2.018089,-77.358424,2,8
P0665,2130636,2,2013,7.02318,-75.901797,2,7
P0666,2130637,2,2013,4.536181,-74.188306,1,1
P0667,2130638,2,2013,4.68234,-74.166209,1,1
P0668,2130639,2,2013,6.330084,-75.677173,1,2
P0669,2130640,2,2013,10.958442,-74.893887,1,4
P0670,2130641,2,2013,4.181164,-74.779158,2,1
P0671,2130642,2,2013,6.108116,-73.490162,2,6
P0672,2130643,2,2013,5.402791,-73.034857,2,6
P0673,2130644,2,2013,3.46249,-76.456752,1,3
P0674,2130645,2,2013,1.486739,-77.481814,2,8
P0675,2130646,2,2013,10.46351,-75.511194,1,5
P0677,2130648,2,2013,6.374971,-75.467972,1,2
P0678,2130649,2,2013,8.551078,-75.44851,2,9
P0679,2130650,2,2013,5.859339,-73.052484,2,6
P0680,2130651,2,2013,6.142295,-75.316059,2,7
P0681,2130652,2,2013,0.946414,-77.097691,2,8
P0682,2130653,2,2013,3.386837,-76.496305,1,3
P0683,2130654,2,2013,4.56827,-73.9732,1,1
P0685,2130656,2,2013,6.183995,-75.610227,1,2
P0686,2130657,2,2013,7.061234,-76.433724,2,7
P0687,2130658,2,2013,10.385143,-75.435889,1,5
P0688,2130659,2,2013,4.534127,-74.135612,1,1
P0689,2130660,2,2013,6.456704,-75.493339,2,7
P0690,2130661,2,2013,11.026693,-74.857836,1,4
P0691,2130662,2,2013,8.514399,-75.519759,2,9
P0692,2130663,2,2013,10.903432,-74.817754,1,4
P0693,2130664,2,2013,3.481034,-76.49269,1,3
P0694,2130665,2,2013,4.603104,-73.952044,1,1
P0695,2130666,2,2013,6.273167,-75.511248,1,2
P0696,2130667,2,2013,5.737934,-73.108368,2,6
P0697,2130668,2,2013,4.676329,-74.150678,1,1
P0698,2130669,2,2013,6.752482,-75.950483,2,7
P0699,2130670,2,2013,3.495285,-76.555027,1,3
P0700,2130671,2,2013,3.426543,-76.512498,1,3
P0701,2130672,2,2013,6.255941,-75.542005,1,2
P0702,2130673,2,2013,10.376861,-75.562713,1,5
P0703,2130674,2,2013,1.392283,-77.626489,2,8
P0704,2130675,2,2013,3.501632,-76.489219,1,3
P0705,2130676,2,2013,5.610068,-72.761681,2,6
P0706,2130677,2,2013,8.546063,-75.314326,2,9
P0708,2130678,2,2013,4.185149,-74.769069,2,1
P0709,2130679,2,2013,4.761773,-74.143435,1,1
P0710,2130680,2,2013,8.341486,-75.441031,2,9
P0711,2130681,2,2013,1.820039,-77.029319,2,8
P0712,2130682,2,2013,3.692264,-74.342043,2,1
P0713,2130683,2,2013,1.205993,-77.400367,2,8
P0714,2130684,2,2013,4.646547,-74.165837,1,1
P0715,2130685,2,2013,3.406318,-76.455954,1,3
P0716,2130686,2,2013,4.681605,-74.057036,1,1
P0717,2130687,2,2013,6.220761,-75.428672,1,2
P0718,2130688,2,2013,1.333744,-77.424872,2,8
P0719,2130689,2,2013,10.451607,-75.512785,1,5
P0720,2130690,2,2013,7.067045,-75.521978,2,7
P0723,2130692,2,2013,4.498761,-74.000275,1,1
P0724,2130693,2,2013,6.126578,-75.521291,1,2
P0725,2130694,2,2013,10.345699,-75.537505,1,5
P0726,2130695,2,2013,8.306499,-75.193839,2,9
P0727,2130696,2,2013,8.382356,-75.536213,2,9
P0728,2130697,2,2013,4.616752,-74.033994,1,1
P0729,2130698,2,2013,6.250297,-75.657896,1,2
P0730,2130699,2,2013,3.533381,-76.588162,1,3
P0731,2130700,2,2013,5.862608,-72.580124,2,6
P0732,2130701,2,2013,5.422862,-73.09935,2,6
P0733,2130702,2,2013,4.439169,-74.381351,2,1
P0734,2130703,2,2013,1.428151,-77.571952,2,8
P0735,2130704,2,2013,4.847167,-73.994548,1,1
P0737,2130706,2,2013,8.382471,-75.252548,2,9
P0738,2130707,2,2013,1.275571,-77.742589,2,8
P0739,2130708,2,2013,8.442029,-75.725677,2,9
P0740,2130709,2,2013,6.358129,-75.641498,1,2
P0741,2130710,2,2013,8.251021,-75.516745,2,9
P0742,2130711,2,2013,7.033746,-76.032579,2,7
P0743,2130712,2,2013,6.241211,-75.60289,1,2
P0744,2130713,2,2013,6.073478,-72.94911,2,6
P0746,2130714,2,2013,4.014195,-74.743484,2,1
P0747,2130715,2,2013,6.166142,-75.454854,1,2
P0748,2130716,2,2013,6.16859,-75.538481,1,2
P0749,2130717,2,2013,6.197646,-75.500747,1,2
P0751,2130718,2,2013,3.348011,-76.518465,1,3
P0752,2130719,2,2013,4.651722,-74.013036,1,1
P0753,2130720,2,2013,6.149537,-75.58234,1,2
P0754,2130721,2,2013,4.58063,-74.175602,1,1
P0755,2130722,2,2013,3.475127,-76.534872,1,3
P0756,2130723,2,2013,7.442294,-74.378535,2,7
P0757,2130724,2,2013,4.623276,-74.077059,1,1
P0759,2130726,2,2013,4.602623,-74.161012,1,1
P0760,2130727,2,2013,3.9602,-74.796271,2,1
P0761,2130728,2,2013,5.924709,-73.037104,2,6
