consecutivo,ola,zona_archivo,zona,region,t_hogar,t_personas,es_split,lat_decimal,lon_decimal,coord_valida_ola,hogar,llave,zona_2010,RegionLb,hogar_n16,llave_n16,zona_2016,region_2016,cambio_residencia_ola
164560,2016,urbano,,,1,6,0,,,,,16456001,Urbano,Pac???fica,1,1645600101,Urbano,4. Pac???fica,
164561,2016,urbano,,,1,3,0,,,,,16456101,Urbano,Pac???fica,1,1645610101,Urbano,4. Pac???fica,
164561,2016,urbano,,,1,6,1,,,,,16456102,Urbano,Pac???fica,2,1645610202,Urbano,4. Pac???fica,
164562,2016,urbano,,,1,4,0,,,,,16456201,Urbano,Pac???fica,1,1645620101,Urbano,4. Pac???fica,
164563,2016,urbano,,,1,7,1,,,,,16456302,Urbano,Pac???fica,2,1645630202,Urbano,4. Pac???fica,
164564,2016,urbano,,,1,2,0,,,,,16456401,Urbano,Pac???fica,1,1645640101,Urbano,4. Pac???fica,
164565,2016,urbano,,,1,4,1,,,,,16456501,Urbano,Pac???fica,2,1645650102,Urbano,4. Pac???fica,
164567,2016,urbano,,,1,3,0,,,,,16456701,Urbano,Pac???fica,1,1645670101,Urbano,4. Pac???fica,
165224,2016,urbano,,,1,1,0,,,,,16522401,Rural,Cundi-Boyacense,1,1652240101,Urbano,7. Cundi_boyacense,
165401,2016,urbano,,,1,3,0,,,,,16540101,Urbano,Pac???fica,1,1654010101,Urbano,4. Pac???fica,
165402,2016,urbano,,,1,5,0,,,,,16540201,Urbano,Pac???fica,1,1654020101,Urbano,4. Pac???fica,
165403,2016,urbano,,,2,4,0,,,,,16540301,Urbano,Pac???fica,1,1654030101,Urbano,4. Pac???fica,
165404,2016,urbano,,,1,3,0,,,,,16540401,Urbano,Pac???fica,1,1654040101,Urbano,4. Pac???fica,
165406,2016,urbano,,,1,3,0,,,,,16540601,Urbano,Pac???fica,1,1654060101,Urbano,4. Pac???fica,
165407,2016,urbano,,,1,5,0,,,,,16540701,Urbano,Pac???fica,1,1654070101,Urbano,4. Pac???fica,
165408,2016,urbano,,,1,4,0,,,,,16540801,Urbano,Pac???fica,1,1654080101,Urbano,4. Pac???fica,
165409,2016,urbano,,,1,5,0,,,,,16540901,Urbano,Pac???fica,1,1654090101,Urbano,4. Pac???fica,
165410,2016,urbano,,,1,3,0,,,,,16541001,Urbano,Pac???fica,1,1654100101,Urbano,4. Pac???fica,
165411,2016,urbano,,,1,2,0,,,,,16541101,Urbano,Pac???fica,1,1654110101,Urbano,4. Pac???fica,
165412,2016,urbano,,,1,4,1,,,,,16541201,Urbano,Pac???fica,2,1654120102,Urbano,4. Pac???fica,
165415,2016,urbano,,,1,2,1,,,,,16541502,Urbano,Pac???fica,2,1654150202,Urbano,4. Pac???fica,
165416,2016,urbano,,,1,4,0,,,,,16541601,Urbano,Pac???fica,1,1654160101,Urbano,4. Pac???fica,
165418,2016,urbano,,,1,5,0,,,,,16541801,Urbano,Pac???fica,1,1654180101,Urbano,4. Pac???fica,
165419,2016,urbano,,,1,6,0,,,,,16541901,Urbano,Pac???fica,1,1654190101,Urbano,4. Pac???fica,
165420,2016,urbano,,,1,5,0,,,,,16542001,Urbano,Pac???fica,1,1654200101,Urbano,4. Pac???fica,
165424,2016,urbano,,,1,3,0,,,,,16542401,Urbano,Pac???fica,1,1654240101,Urbano,4. Pac???fica,
165426,2016,urbano,,,1,1,0,,,,,16542601,Urbano,Pac???fica,1,1654260101,Urbano,4. Pac???fica,
165429,2016,urbano,,,1,4,0,,,,,16542901,Urbano,Pac???fica,1,1654290101,Urbano,4. Pac???fica,
165431,2016,urbano,,,1,4,0,,,,,16543101,Urbano,Pac???fica,1,1654310101,Urbano,4. Pac???fica,
165432,2016,urbano,,,1,5,0,,,,,16543201,Urbano,Pac???fica,1,1654320101,Urbano,4. Pac???fica,
165433,2016,urbano,,,1,3,0,,,,,16543301,Urbano,Pac???fica,1,1654330101,Urbano,4. Pac???fica,
165434,2016,urbano,,,1,5,0,,,,,16543401,Urbano,Pac???fica,1,1654340101,Urbano,4. Pac???fica,
165434,2016,urbano,,,1,3,1,,,,,16543405,Urbano,Pac???fica,5,1654340505,Urbano,4. Pac???fica,
165435,2016,urbano,,,1,3,0,,,,,16543501,Urbano,Pac???fica,1,1654350101,Urbano,4. Pac???fica,
165437,2016,urbano,,,1,3,0,,,,,16543701,Urbano,Pac???fica,1,1654370101,Urbano,4. Pac???fica,
165438,2016,urbano,,,1,5,0,,,,,16543801,Urbano,Pac???fica,1,1654380101,Urbano,4. Pac???fica,
165443,2016,urbano,,,1,2,0,,,,,16544301,Urbano,Pac???fica,1,1654430101,Urbano,4. Pac???fica,
165444,2016,urbano,,,1,5,0,,,,,16544401,Urbano,Pac???fica,1,1654440101,Urbano,4. Pac???fica,
165445,2016,urbano,,,1,4,0,,,,,16544501,Urbano,Pac???fica,1,1654450101,Urbano,4. Pac???fica,
165446,2016,urbano,,,1,3,0,,,,,,Urbano,Pac???fica,1,1654460101,Urbano,4. Pac???fica,
165449,2016,urbano,,,1,3,0,,,,,16544901,Urbano,Pac???fica,1,1654490101,Urbano,4. Pac???fica,
165450,2016,urbano,,,1,2,0,,,,,16545001,Urbano,Pac???fica,1,1654500101,Urbano,4. Pac???fica,
165452,2016,urbano,,,1,6,0,,,,,16545201,Urbano,Pac???fica,1,1654520101,Urbano,4. Pac???fica,
165453,2016,urbano,,,1,3,0,,,,,16545301,Urbano,Pac???fica,1,1654530101,Urbano,4. Pac???fica,
165454,2016,urbano,,,1,6,0,,,,,16545401,Urbano,Pac???fica,1,1654540101,Urbano,4. Pac???fica,
165550,2016,urbano,,,1,6,0,,,,,16555001,Urbano,Pac???fica,1,1655500101,Urbano,4. Pac???fica,
165552,2016,urbano,,,1,5,0,,,,,16555201,Urbano,Pac???fica,1,1655520101,Urbano,4. Pac???fica,
165553,2016,urbano,,,1,2,0,,,,,16555301,Urbano,Pac???fica,1,1655530101,Urbano,4. Pac???fica,
165554,2016,urbano,,,1,2,0,,,,,16555401,Urbano,Pac???fica,1,1655540101,Urbano,4. Pac???fica,
165555,2016,urbano,,,1,4,1,,,,,16555501,Urbano,Pac???fica,2,1655550102,Urbano,4. Pac???fica,
165556,2016,urbano,,,1,4,0,,,,,16555601,Urbano,Pac???fica,1,1655560101,Urbano,4. Pac???fica,
165558,2016,urbano,,,1,3,0,,,,,16555801,Urbano,Pac???fica,1,1655580101,Urbano,4. Pac???fica,
165559,2016,urbano,,,1,5,0,,,,,16555901,Urbano,Pac???fica,1,1655590101,Urbano,4. Pac???fica,
165560,2016,urbano,,,1,6,0,,,,,16556001,Urbano,Pac???fica,1,1655600101,Urbano,4. Pac???fica,
165561,2016,urbano,,,1,5,0,,,,,16556101,Urbano,Pac???fica,1,1655610101,Urbano,4. Pac???fica,
165562,2016,urbano,,,2,1,1,,,,,16556201,Urbano,Pac???fica,2,1655620102,Urbano,4. Pac???fica,
165563,2016,urbano,,,1,4,0,,,,,16556301,Urbano,Pac???fica,1,1655630101,Urbano,4. Pac???fica,
165564,2016,urbano,,,1,4,0,,,,,16556401,Urbano,Pac???fica,1,1655640101,Urbano,4. Pac???fica,
165565,2016,urbano,,,1,1,0,,,,,16556501,Urbano,Pac???fica,1,1655650101,Urbano,4. Pac???fica,
165566,2016,urbano,,,1,3,0,,,,,16556601,Urbano,Pac???fica,1,1655660101,Urbano,4. Pac???fica,
165566,2016,urbano,,,1,5,1,,,,,16556605,Urbano,Pac???fica,5,1655660505,Urbano,4. Pac???fica,
165566,2016,urbano,,,1,2,1,,,,,16556605,Urbano,Pac???fica,6,1655660506,Urbano,4. Pac???fica,
165600,2016,urbano,,,1,3,1,,,,,16560003,Urbano,Pac???fica,3,1656000303,Urbano,4. Pac???fica,
165601,2016,urbano,,,1,4,0,,,,,16560101,Urbano,Pac???fica,1,1656010101,Urbano,4. Pac???fica,
165602,2016,urbano,,,1,3,0,,,,,,Urbano,Pac???fica,1,1656020101,Urbano,4. Pac???fica,
165603,2016,urbano,,,1,3,0,,,,,16560301,Urbano,Pac???fica,1,1656030101,Urbano,4. Pac???fica,
165603,2016,urbano,,,1,4,1,,,,,16560305,Urbano,Pac???fica,5,1656030505,Urbano,4. Pac???fica,
165604,2016,urbano,,,1,7,0,,,,,16560401,Urbano,Pac???fica,1,1656040101,Urbano,4. Pac???fica,
165608,2016,urbano,,,1,4,0,,,,,16560801,Urbano,Pac???fica,1,1656080101,Urbano,4. Pac???fica,
165611,2016,urbano,,,1,2,0,,,,,16561101,Urbano,Pac???fica,1,1656110101,Urbano,4. Pac???fica,
165613,2016,urbano,,,1,2,0,,,,,16561301,Urbano,Pac???fica,1,1656130101,Urbano,4. Pac???fica,
165614,2016,urbano,,,1,6,0,,,,,16561401,Urbano,Pac???fica,1,1656140101,Urbano,4. Pac???fica,
165614,2016,urbano,,,1,4,1,,,,,16561401,Urbano,Pac???fica,4,1656140104,Urbano,4. Pac???fica,
165616,2016,urbano,,,1,7,1,,,,,16561602,Urbano,Pac???fica,2,1656160202,Urbano,4. Pac???fica,
165619,2016,urbano,,,1,6,0,,,,,16561901,Urbano,Pac???fica,1,1656190101,Urbano,4. Pac???fica,
165620,2016,urbano,,,1,3,0,,,,,16562001,Urbano,Pac???fica,1,1656200101,Urbano,4. Pac???fica,
165650,2016,urbano,,,1,4,0,,,,,16565001,Urbano,Oriental,1,1656500101,Urbano,2. Oriental,
165651,2016,urbano,,,1,3,0,,,,,16565101,Urbano,Oriental,1,1656510101,Urbano,2. Oriental,
165652,2016,urbano,,,1,2,0,,,,,16565201,Urbano,Oriental,1,1656520101,Urbano,2. Oriental,
165653,2016,urbano,,,1,6,0,,,,,16565301,Urbano,Oriental,1,1656530101,Urbano,2. Oriental,
165655,2016,urbano,,,1,4,0,,,,,16565501,Urbano,Oriental,1,1656550101,Urbano,2. Oriental,
165656,2016,urbano,,,1,5,0,,,,,16565601,Urbano,Oriental,1,1656560101,Urbano,2. Oriental,
165657,2016,urbano,,,1,4,0,,,,,16565701,Urbano,Oriental,1,1656570101,Urbano,2. Oriental,
165658,2016,urbano,,,1,7,0,,,,,16565801,Urbano,Oriental,1,1656580101,Urbano,2. Oriental,
165660,2016,urbano,,,1,7,0,,,,,16566001,Urbano,Oriental,1,1656600101,Urbano,2. Oriental,
165661,2016,urbano,,,1,4,0,,,,,16566101,Urbano,Oriental,1,1656610101,Urbano,2. Oriental,
165662,2016,urbano,,,1,3,0,,,,,16566201,Urbano,Oriental,1,1656620101,Urbano,2. Oriental,
165663,2016,urbano,,,1,5,0,,,,,16566301,Urbano,Oriental,1,1656630101,Urbano,2. Oriental,
165663,2016,urbano,,,1,6,1,,,,,16566302,Urbano,Oriental,2,1656630202,Urbano,4. Pac???fica,
165665,2016,urbano,,,1,2,1,,,,,16566501,Urbano,Oriental,2,1656650102,Urbano,2. Oriental,
165702,2016,urbano,,,1,3,0,,,,,16570201,Urbano,Oriental,1,1657020101,Urbano,2. Oriental,
165712,2016,urbano,,,1,2,0,,,,,16571201,Urbano,Oriental,1,1657120101,Urbano,2. Oriental,
165712,2016,urbano,,,1,5,1,,,,,16571202,Urbano,Oriental,2,1657120202,Urbano,2. Oriental,
165713,2016,urbano,,,1,3,0,,,,,16571301,Urbano,Oriental,1,1657130101,Urbano,2. Oriental,
165714,2016,urbano,,,1,7,0,,,,,16571401,Urbano,Oriental,1,1657140101,Urbano,2. Oriental,
165715,2016,urbano,,,1,5,0,,,,,16571501,Urbano,Oriental,1,1657150101,Urbano,2. Oriental,
165717,2016,urbano,,,1,3,0,,,,,,Urbano,Oriental,1,1657170101,Urbano,2. Oriental,
165719,2016,urbano,,,1,3,0,,,,,16571901,Urbano,Oriental,1,1657190101,Urbano,5. Bogot???,
165719,2016,urbano,,,1,4,1,,,,,16571905,Urbano,Oriental,5,1657190505,Urbano,2. Oriental,
165721,2016,urbano,,,1,3,1,,,,,16572102,Urbano,Oriental,2,1657210202,Urbano,,
165722,2016,urbano,,,1,3,0,,,,,16572201,Urbano,Oriental,1,1657220101,Urbano,2. Oriental,
165726,2016,urbano,,,1,5,0,,,,,16572601,Urbano,Oriental,1,1657260101,Urbano,2. Oriental,
165727,2016,urbano,,,1,2,0,,,,,16572701,Urbano,Oriental,1,1657270101,Urbano,2. Oriental,
165728,2016,urbano,,,1,7,0,,,,,16572801,Urbano,Oriental,1,1657280101,Urbano,2. Oriental,
165729,2016,urbano,,,1,3,0,,,,,16572901,Urbano,Oriental,1,1657290101,Urbano,2. Oriental,
166701,2016,urbano,,,1,3,0,,,,,16670101,Urbano,Oriental,1,1667010101,Urbano,5. Bogot???,
166702,2016,urbano,,,1,3,0,,,,,16670201,Urbano,Oriental,1,1667020101,Urbano,2. Oriental,
166704,2016,urbano,,,1,4,0,,,,,16670401,Urbano,Oriental,1,1667040101,Urbano,2. Oriental,
166705,2016,urbano,,,1,6,0,,,,,16670501,Urbano,Oriental,1,1667050101,Urbano,2. Oriental,
166707,2016,urbano,,,1,8,0,,,,,16670701,Urbano,Oriental,1,1667070101,Urbano,2. Oriental,
166708,2016,urbano,,,1,2,0,,,,,16670801,Urbano,Oriental,1,1667080101,Urbano,2. Oriental,
166709,2016,urbano,,,1,5,1,,,,,16670901,Urbano,Oriental,2,1667090102,Urbano,5. Bogot???,
171001,2016,urbano,,,1,3,0,,,,,17100101,Urbano,Bogot???,1,1710010101,Urbano,5. Bogot???,
171003,2016,urbano,,,1,4,0,,,,,17100301,Urbano,Bogot???,1,1710030101,Urbano,5. Bogot???,
171005,2016,urbano,,,1,2,0,,,,,17100501,Urbano,Bogot???,1,1710050101,Urbano,2. Oriental,
171006,2016,urbano,,,1,3,1,,,,,17100601,Urbano,Bogot???,2,1710060102,Urbano,5. Bogot???,
171007,2016,urbano,,,1,4,0,,,,,17100701,Urbano,Bogot???,1,1710070101,Urbano,5. Bogot???,
171008,2016,urbano,,,1,2,0,,,,,17100801,Urbano,Bogot???,1,1710080101,Urbano,5. Bogot???,
171009,2016,urbano,,,1,6,0,,,,,17100901,Urbano,Bogot???,1,1710090101,Urbano,5. Bogot???,
171012,2016,urbano,,,1,4,0,,,,,17101201,Urbano,Bogot???,1,1710120101,Urbano,2. Oriental,
171016,2016,urbano,,,1,3,0,,,,,17101601,Urbano,Bogot???,1,1710160101,Urbano,2. Oriental,
171017,2016,urbano,,,1,3,0,,,,,17101701,Urbano,Bogot???,1,1710170101,Urbano,5. Bogot???,
171018,2016,urbano,,,1,1,0,,,,,17101801,Urbano,Bogot???,1,1710180101,Urbano,5. Bogot???,
171023,2016,urbano,,,1,5,0,,,,,17102301,Urbano,Bogot???,1,1710230101,Urbano,5. Bogot???,
171026,2016,urbano,,,1,1,0,,,,,17102601,Urbano,Bogot???,1,1710260101,Urbano,5. Bogot???,
171030,2016,urbano,,,1,7,0,,,,,17103001,Urbano,Bogot???,1,1710300101,Urbano,5. Bogot???,
171031,2016,urbano,,,1,2,0,,,,,17103101,Urbano,Bogot???,1,1710310101,Urbano,5. Bogot???,
171032,2016,urbano,,,1,2,0,,,,,17103201,Urbano,Bogot???,1,1710320101,Urbano,5. Bogot???,
171101,2016,urbano,,,1,5,0,,,,,17110101,Urbano,Central,1,1711010101,Urbano,3. Central,
171103,2016,urbano,,,1,7,0,,,,,17110301,Urbano,Central,1,1711030101,Urbano,3. Central,
171106,2016,urbano,,,1,3,1,,,,,17110601,Urbano,Central,4,1711060104,Urbano,3. Central,
171107,2016,urbano,,,1,3,0,,,,,17110701,Urbano,Central,1,1711070101,Urbano,3. Central,
171108,2016,urbano,,,1,4,0,,,,,17110801,Urbano,Central,1,1711080101,Urbano,3. Central,
171110,2016,urbano,,,1,3,0,,,,,17111001,Urbano,Central,1,1711100101,Urbano,3. Central,
171116,2016,urbano,,,1,2,0,,,,,,Urbano,Central,1,1711160101,Urbano,3. Central,
171119,2016,urbano,,,1,6,0,,,,,17111901,Urbano,Central,1,1711190101,Urbano,3. Central,
171120,2016,urbano,,,1,4,0,,,,,17112002,Urbano,Central,1,1711200201,Urbano,3. Central,
171121,2016,urbano,,,1,3,0,,,,,17112101,Urbano,Central,1,1711210101,Urbano,3. Central,
171121,2016,urbano,,,1,4,1,,,,,17112105,Urbano,Central,5,1711210505,Urbano,3. Central,
171122,2016,urbano,,,1,2,0,,,,,17112201,Urbano,Central,1,1711220101,Urbano,3. Central,
171125,2016,urbano,,,1,6,0,,,,,17112501,Urbano,Central,1,1711250101,Urbano,3. Central,
171131,2016,urbano,,,1,4,0,,,,,17113101,Urbano,Central,1,1711310101,Urbano,3. Central,
171133,2016,urbano,,,1,3,0,,,,,17113301,Urbano,Central,1,1711330101,Urbano,3. Central,
171135,2016,urbano,,,1,3,0,,,,,17113501,Urbano,Central,1,1711350101,Urbano,3. Central,
171140,2016,urbano,,,1,5,0,,,,,17114001,Urbano,Central,1,1711400101,Urbano,3. Central,
171142,2016,urbano,,,1,1,0,,,,,17114201,Urbano,Central,1,1711420101,Urbano,3. Central,
171143,2016,urbano,,,1,4,0,,,,,17114301,Urbano,Central,1,1711430101,Urbano,3. Central,
171144,2016,urbano,,,1,4,0,,,,,17114401,Urbano,Central,1,1711440101,Urbano,3. Central,
171145,2016,urbano,,,1,7,0,,,,,,Urbano,Central,1,1711450101,Urbano,3. Central,
171146,2016,urbano,,,1,2,1,,,,,17114602,Urbano,Central,2,1711460202,Urbano,3. Central,
171147,2016,urbano,,,1,3,0,,,,,17114701,Urbano,Central,1,1711470101,Urbano,3. Central,
171149,2016,urbano,,,1,3,0,,,,,,Urbano,Central,1,1711490101,Urbano,3. Central,
171150,2016,urbano,,,1,3,0,,,,,17115001,Urbano,Central,1,1711500101,Urbano,3. Central,
171151,2016,urbano,,,1,4,0,,,,,17115101,Urbano,Central,1,1711510101,Urbano,3. Central,
171151,2016,urbano,,,1,3,1,,,,,17115106,Urbano,Central,6,1711510606,Urbano,3. Central,
171152,2016,urbano,,,1,3,0,,,,,17115201,Urbano,Central,1,1711520101,Urbano,3. Central,
171153,2016,urbano,,,1,4,1,,,,,17115301,Urbano,Central,2,1711530102,Urbano,3. Central,
171156,2016,urbano,,,1,3,0,,,,,17115601,Urbano,Central,1,1711560101,Urbano,3. Central,
171157,2016,urbano,,,1,6,0,,,,,17115701,Urbano,Central,1,1711570101,Urbano,3. Central,
171159,2016,urbano,,,1,2,0,,,,,17115901,Urbano,Central,1,1711590101,Urbano,3. Central,
171161,2016,urbano,,,1,4,0,,,,,17116101,Urbano,Central,1,1711610101,Urbano,3. Central,
171163,2016,urbano,,,1,5,0,,,,,17116301,Urbano,Central,1,1711630101,Urbano,3. Central,
171164,2016,urbano,,,1,4,0,,,,,17116401,Urbano,Central,1,1711640101,Urbano,3. Central,
171165,2016,urbano,,,1,4,0,,,,,17116501,Urbano,Central,1,1711650101,Urbano,3. Central,
171166,2016,urbano,,,1,5,0,,,,,17116601,Urbano,Central,1,1711660101,Urbano,3. Central,
171168,2016,urbano,,,1,2,0,,,,,17116801,Urbano,Central,1,1711680101,Urbano,3. Central,
171169,2016,urbano,,,1,5,0,,,,,17116901,Urbano,Central,1,1711690101,Urbano,3. Central,
171170,2016,urbano,,,1,4,0,,,,,,Urbano,Central,1,1711700101,Urbano,3. Central,
171171,2016,urbano,,,1,2,0,,,,,17117101,Urbano,Central,1,1711710101,Urbano,,
171173,2016,urbano,,,1,5,0,,,,,17117301,Urbano,Central,1,1711730101,Urbano,3. Central,
171174,2016,urbano,,,1,3,0,,,,,17117401,Urbano,Central,1,1711740101,Urbano,3. Central,
171175,2016,urbano,,,1,2,0,,,,,17117501,Urbano,Central,1,1711750101,Urbano,3. Central,
171177,2016,urbano,,,1,7,0,,,,,,Urbano,Central,1,1711770101,Urbano,,
171178,2016,urbano,,,1,3,0,,,,,17117801,Urbano,Central,1,1711780101,Urbano,3. Central,
171181,2016,urbano,,,1,4,0,,,,,,Urbano,Central,1,1711810101,Urbano,3. Central,
171184,2016,urbano,,,1,4,0,,,,,17118401,Urbano,Central,1,1711840101,Urbano,3. Central,
171185,2016,urbano,,,1,6,0,,,,,17118501,Urbano,Central,1,1711850101,Urbano,3. Central,
171189,2016,urbano,,,1,5,0,,,,,17118901,Urbano,Central,1,1711890101,Urbano,3. Central,
171190,2016,urbano,,,1,2,0,,,,,17119001,Urbano,Central,1,1711900101,Urbano,3. Central,
171193,2016,urbano,,,1,7,0,,,,,17119301,Urbano,Central,1,1711930101,Urbano,3. Central,
171194,2016,urbano,,,1,5,0,,,,,,Urbano,Central,1,1711940101,Urbano,3. Central,
171195,2016,urbano,,,1,3,0,,,,,17119501,Urbano,Central,1,1711950101,Urbano,3. Central,
171196,2016,urbano,,,1,3,0,,,,,,Urbano,Central,1,1711960101,Urbano,3. Central,
171197,2016,urbano,,,1,7,0,,,,,17119701,Urbano,Central,1,1711970101,Urbano,3. Central,
171197,2016,urbano,,,1,3,1,,,,,,Urbano,Central,4,1711970404,Urbano,3. Central,
171199,2016,urbano,,,1,2,0,,,,,17119901,Urbano,Central,1,1711990101,Urbano,3. Central,
171199,2016,urbano,,,1,4,1,,,,,17119905,Urbano,Central,5,1711990505,Urbano,3. Central,
171200,2016,urbano,,,1,2,0,,,,,17120001,Urbano,Central,1,1712000101,Urbano,3. Central,
171201,2016,urbano,,,1,1,0,,,,,17120101,Urbano,Central,1,1712010101,Urbano,3. Central,
171202,2016,urbano,,,1,5,0,,,,,17120201,Urbano,Central,1,1712020101,Urbano,3. Central,
171206,2016,urbano,,,1,4,0,,,,,17120601,Urbano,Central,1,1712060101,Urbano,3. Central,
171208,2016,urbano,,,1,3,0,,,,,17120801,Urbano,Central,1,1712080101,Urbano,3. Central,
171209,2016,urbano,,,1,4,0,,,,,17120901,Urbano,Central,1,1712090101,Urbano,3. Central,
171210,2016,urbano,,,1,2,0,,,,,,Urbano,Central,1,1712100101,Urbano,3. Central,
171211,2016,urbano,,,1,5,1,,,,,17121104,Urbano,Central,4,1712110404,Urbano,3. Central,
171214,2016,urbano,,,1,4,0,,,,,17121401,Urbano,Central,1,1712140101,Urbano,3. Central,
171219,2016,urbano,,,1,4,0,,,,,17121901,Urbano,Central,1,1712190101,Urbano,3. Central,
171220,2016,urbano,,,1,4,0,,,,,17122001,Urbano,Central,1,1712200101,Urbano,3. Central,
171221,2016,urbano,,,1,4,0,,,,,17122101,Urbano,Central,1,1712210101,Urbano,3. Central,
171223,2016,urbano,,,1,5,0,,,,,17122301,Urbano,Central,1,1712230101,Urbano,3. Central,
171226,2016,urbano,,,1,2,0,,,,,17122601,Urbano,Central,1,1712260101,Urbano,3. Central,
171228,2016,urbano,,,1,3,0,,,,,17122801,Urbano,Central,1,1712280101,Urbano,3. Central,
171230,2016,urbano,,,1,3,0,,,,,17123001,Urbano,Central,1,1712300101,Urbano,3. Central,
171551,2016,urbano,,,1,3,0,,,,,17155101,Urbano,Central,1,1715510101,Urbano,3. Central,
171552,2016,urbano,,,1,5,0,,,,,17155201,Urbano,Central,1,1715520101,Urbano,3. Central,
171553,2016,urbano,,,1,3,0,,,,,17155301,Urbano,Central,1,1715530101,Urbano,3. Central,
171553,2016,urbano,,,1,3,1,,,,,17155301,Urbano,Central,5,1715530105,Urbano,3. Central,
171553,2016,urbano,,,1,3,1,,,,,17155301,Urbano,Central,8,1715530108,Urbano,3. Central,
171554,2016,urbano,,,1,3,0,,,,,17155401,Urbano,Central,1,1715540101,Urbano,3. Central,
171555,2016,urbano,,,1,2,0,,,,,17155501,Urbano,Central,1,1715550101,Urbano,3. Central,
171556,2016,urbano,,,1,9,0,,,,,17155601,Urbano,Central,1,1715560101,Urbano,3. Central,
171561,2016,urbano,,,1,3,0,,,,,17156101,Urbano,Central,1,1715610101,Urbano,3. Central,
171562,2016,urbano,,,1,12,0,,,,,17156201,Urbano,Central,1,1715620101,Urbano,3. Central,
171563,2016,urbano,,,1,3,0,,,,,17156301,Urbano,Central,1,1715630101,Urbano,3. Central,
171564,2016,urbano,,,1,4,0,,,,,17156401,Urbano,Central,1,1715640101,Urbano,3. Central,
171564,2016,urbano,,,1,3,1,,,,,17156401,Urbano,Central,5,1715640105,Urbano,3. Central,
171600,2016,urbano,,,1,5,0,,,,,17160001,Urbano,Central,1,1716000101,Urbano,3. Central,
171600,2016,urbano,,,1,4,1,,,,,17160001,Urbano,Central,8,1716000108,Urbano,3. Central,
171601,2016,urbano,,,1,3,0,,,,,17160101,Urbano,Central,1,1716010101,Urbano,3. Central,
171604,2016,urbano,,,1,2,0,,,,,,Urbano,Central,1,1716040101,Urbano,3. Central,
171606,2016,urbano,,,1,3,0,,,,,17160601,Urbano,Central,1,1716060101,Urbano,3. Central,
171608,2016,urbano,,,1,3,0,,,,,17160801,Urbano,Central,1,1716080101,Urbano,3. Central,
171609,2016,urbano,,,1,3,0,,,,,17160901,Urbano,Central,1,1716090101,Urbano,3. Central,
171610,2016,urbano,,,1,4,1,,,,,17161002,Urbano,Central,2,1716100202,Urbano,3. Central,
171611,2016,urbano,,,1,4,0,,,,,17161101,Urbano,Central,1,1716110101,Urbano,3. Central,
171612,2016,urbano,,,1,2,0,,,,,17161201,Urbano,Central,1,1716120101,Urbano,3. Central,
171613,2016,urbano,,,1,7,0,,,,,17161301,Urbano,Central,1,1716130101,Urbano,3. Central,
171650,2016,urbano,,,1,2,0,,,,,17165001,Urbano,Central,1,1716500101,Urbano,3. Central,
171651,2016,urbano,,,1,4,1,,,,,17165101,Urbano,Central,4,1716510104,Urbano,3. Central,
171652,2016,urbano,,,1,10,1,,,,,17165201,Urbano,Central,2,1716520102,Urbano,3. Central,
171653,2016,urbano,,,1,5,0,,,,,17165301,Urbano,Central,1,1716530101,Urbano,3. Central,
171653,2016,urbano,,,1,4,1,,,,,17165301,Urbano,Central,7,1716530107,Urbano,3. Central,
171653,2016,urbano,,,1,4,1,,,,,17165301,Urbano,Central,8,1716530108,Urbano,3. Central,
171655,2016,urbano,,,1,4,0,,,,,,Urbano,Central,1,1716550101,Urbano,3. Central,
171656,2016,urbano,,,1,5,0,,,,,17165601,Urbano,Central,1,1716560101,Urbano,3. Central,
171657,2016,urbano,,,1,7,0,,,,,17165701,Urbano,Central,1,1716570101,Urbano,3. Central,
171658,2016,urbano,,,1,7,0,,,,,17165801,Urbano,Central,1,1716580101,Urbano,3. Central,
171659,2016,urbano,,,1,4,0,,,,,17165901,Urbano,Central,1,1716590101,Urbano,3. Central,
171660,2016,urbano,,,1,5,0,,,,,17166001,Urbano,Central,1,1716600101,Urbano,3. Central,
171660,2016,urbano,,,1,2,1,,,,,17166002,Urbano,Central,2,1716600202,Urbano,3. Central,
171662,2016,urbano,,,1,3,0,,,,,17166201,Urbano,Central,1,1716620101,Urbano,3. Central,
171662,2016,urbano,,,1,3,1,,,,,17166201,Urbano,Central,5,1716620105,Urbano,3. Central,
171664,2016,urbano,,,1,4,0,,,,,17166401,Urbano,Central,1,1716640101,Urbano,3. Central,
171666,2016,urbano,,,1,2,1,,,,,17166602,Urbano,Central,2,1716660202,Urbano,3. Central,
171700,2016,urbano,,,1,3,0,,,,,17170001,Urbano,Oriental,1,1717000101,Urbano,2. Oriental,
171702,2016,urbano,,,1,2,0,,,,,17170201,Urbano,Oriental,1,1717020101,Urbano,2. Oriental,
171703,2016,urbano,,,1,6,0,,,,,17170301,Urbano,Oriental,1,1717030101,Urbano,2. Oriental,
171704,2016,urbano,,,1,3,0,,,,,17170401,Urbano,Oriental,1,1717040101,Urbano,2. Oriental,
171706,2016,urbano,,,1,3,0,,,,,17170601,Urbano,Oriental,1,1717060101,Urbano,2. Oriental,
171708,2016,urbano,,,1,5,0,,,,,17170801,Urbano,Oriental,1,1717080101,Urbano,2. Oriental,
171709,2016,urbano,,,1,3,0,,,,,17170901,Urbano,Oriental,1,1717090101,Urbano,2. Oriental,
