año;semestre;mes;dominio;li;lp
2015;1;6;PASTO;125383,8845;321140,8904
2015;2;7;PASTO;135399,0744;338507,1581
2015;2;8;PASTO;135399,0744;338507,1581
2015;2;9;PASTO;135399,0744;338507,1581
2015;2;10;PASTO;135399,0744;338507,1581
2015;2;11;PASTO;135399,0744;338507,1581
2015;2;12;PASTO;135399,0744;338507,1581
2015;1;1;PEREIRA;116901,4334;322944,889
2015;1;2;PEREIRA;116901,4334;322944,889
2015;1;3;PEREIRA;116901,4334;322944,889
2015;1;4;PEREIRA;116901,4334;322944,889
2015;1;5;PEREIRA;116901,4334;322944,889
2015;1;6;PEREIRA;116901,4334;322944,889
2015;2;7;PEREIRA;122756,5621;333676,897
2015;2;8;PEREIRA;122756,5621;333676,897
2015;2;9;PEREIRA;122756,5621;333676,897
2015;2;10;PEREIRA;122756,5621;333676,897
2015;2;11;PEREIRA;122756,5621;333676,897
2015;2;12;PEREIRA;122756,5621;333676,897
2015;1;1;POPAYAN;137147,7235;340918,8302
2015;1;2;POPAYAN;137147,7235;340918,8302
2015;1;3;POPAYAN;137147,7235;340918,8302
2015;1;4;POPAYAN;137147,7235;340918,8302
2015;1;5;POPAYAN;137147,7235;340918,8302
2015;1;6;POPAYAN;137147,7235;340918,8302
2015;2;7;POPAYAN;143102,6031;355265,2198
2015;2;8;POPAYAN;143102,6031;355265,2198
2015;2;9;POPAYAN;143102,6031;355265,2198
2015;2;10;POPAYAN;143102,6031;355265,2198
2015;2;11;POPAYAN;143102,6031;355265,2198
2015;2;12;POPAYAN;143102,6031;355265,2198
2015;1;1;QUIBDO;132754,8374;334294,9224
2015;1;2;QUIBDO;132754,8374;334294,9224
2015;1;3;QUIBDO;132754,8374;334294,9224
2015;1;4;QUIBDO;132754,8374;334294,9224
2015;1;5;QUIBDO;132754,8374;334294,9224
2015;1;6;QUIBDO;132754,8374;334294,9224
2015;2;7;QUIBDO;139864,2877;346595,6041
2015;2;8;QUIBDO;139864,2877;346595,6041
2015;2;9;QUIBDO;139864,2877;346595,6041
2015;2;10;QUIBDO;139864,2877;346595,6041
2015;2;11;QUIBDO;139864,2877;346595,6041
2015;2;12;QUIBDO;139864,2877;346595,6041
2015;1;1;RESTO URBANO;108660,195;248491,9087
2015;1;2;RESTO URBANO;108660,195;248491,9087
2015;1;3;RESTO URBANO;108660,195;248491,9087
2015;1;4;RESTO URBANO;108660,195;248491,9087
2015;1;5;RESTO URBANO;108660,195;248491,9087
2015;1;6;RESTO URBANO;108660,195;248491,9087
2015;2;7;RESTO URBANO;114479,2994;257635,3915
2015;2;8;RESTO URBANO;114479,2994;257635,3915
2015;2;9;RESTO URBANO;114479,2994;257635,3915
2015;2;10;RESTO URBANO;114479,2994;257635,3915
2015;2;11;RESTO URBANO;114479,2994;257635,3915
2015;2;12;RESTO URBANO;114479,2994;257635,3915
2015;1;1;RIOHACHA;107917,9889;233692,9005
2015;1;2;RIOHACHA;107917,9889;233692,9005
2015;1;3;RIOHACHA;107917,9889;233692,9005
2015;1;4;RIOHACHA;107917,9889;233692,9005
2015;1;5;RIOHACHA;107917,9889;233692,9005
2015;1;6;RIOHACHA;107917,9889;233692,9005
2015;2;7;RIOHACHA;115762,0884;244406,5766
2015;2;8;RIOHACHA;115762,0884;244406,5766
2015;2;9;RIOHACHA;115762,0884;244406,5766
2015;2;10;RIOHACHA;115762,0884;244406,5766
2015;2;11;RIOHACHA;115762,0884;244406,5766
2015;2;12;RIOHACHA;115762,0884;244406,5766
2015;1;1;RURAL;88746,10717;177424,7157
2015;1;2;RURAL;88746,10717;177424,7157
2015;1;3;RURAL;88746,10717;177424,7157
2015;1;4;RURAL;88746,10717;177424,7157
2015;1;5;RURAL;88746,10717;177424,7157
2015;1;6;RURAL;88746,10717;177424,7157
2015;2;7;RURAL;93898,96799;184310,2669
2015;2;8;RURAL;93898,96799;184310,2669
2015;2;9;RURAL;93898,96799;184310,2669
2015;2;10;RURAL;93898,96799;184310,2669
2015;2;11;RURAL;93898,96799;184310,2669
2015;2;12;RURAL;93898,96799;184310,2669
2015;1;1;SANTA MARTA;128151,4212;278895,6822
2015;1;2;SANTA MARTA;128151,4212;278895,6822
2015;1;3;SANTA MARTA;128151,4212;278895,6822
2015;1;4;SANTA MARTA;128151,4212;278895,6822
2015;1;5;SANTA MARTA;128151,4212;278895,6822
2015;1;6;SANTA MARTA;128151,4212;278895,6822
2015;2;7;SANTA MARTA;133153,8887;288826,601
2015;2;8;SANTA MARTA;133153,8887;288826,601
2015;2;9;SANTA MARTA;133153,8887;288826,601
2015;2;10;SANTA MARTA;133153,8887;288826,601
2015;2;11;SANTA MARTA;133153,8887;288826,601
2015;2;12;SANTA MARTA;133153,8887;288826,601
2015;1;1;SINCELEJO;106867,2045;251960,3298
2015;1;2;SINCELEJO;106867,2045;251960,3298
2015;1;3;SINCELEJO;106867,2045;251960,3298
2015;1;4;SINCELEJO;106867,2045;251960,3298
2015;1;5;SINCELEJO;106867,2045;251960,3298
2015;1;6;SINCELEJO;106867,2045;251960,3298
2015;2;7;SINCELEJO;111213,4794;261677,6589
2015;2;8;SINCELEJO;111213,4794;261677,6589
2015;2;9;SINCELEJO;111213,4794;261677,6589
2015;2;10;SINCELEJO;111213,4794;261677,6589
2015;2;11;SINCELEJO;111213,4794;261677,6589
2015;2;12;SINCELEJO;111213,4794;261677,6589
2015;1;1;TUNJA;141752,851;363587,2363
2015;1;2;TUNJA;141752,851;363587,2363
2015;1;3;TUNJA;141752,851;363587,2363
2015;1;4;TUNJA;141752,851;363587,2363
2015;1;5;TUNJA;141752,851;363587,2363
2015;1;6;TUNJA;141752,851;363587,2363
2015;2;7;TUNJA;147915,0409;374120,7978
2015;2;8;TUNJA;147915,0409;374120,7978
2015;2;9;TUNJA;147915,0409;374120,7978
2015;2;10;TUNJA;147915,0409;374120,7978
2015;2;11;TUNJA;147915,0409;374120,7978
2015;2;12;TUNJA;147915,0409;374120,7978
2015;1;1;VALLEDUPAR;112065,975;281621,9899
2015;1;2;VALLEDUPAR;112065,975;281621,9899
2015;1;3;VALLEDUPAR;112065,975;281621,9899
2015;1;4;VALLEDUPAR;112065,975;281621,9899
2015;1;5;VALLEDUPAR;112065,975;281621,9899
2015;1;6;VALLEDUPAR;112065,975;281621,9899
2015;2;7;VALLEDUPAR;117840,6791;291041,0152
2015;2;8;VALLEDUPAR;117840,6791;291041,0152
2015;2;9;VALLEDUPAR;117840,6791;291041,0152
2015;2;10;VALLEDUPAR;117840,6791;291041,0152
2015;2;11;VALLEDUPAR;117840,6791;291041,0152
2015;2;12;VALLEDUPAR;117840,6791;291041,0152
2015;1;1;VILLAVICENCIO;136114,5499;323033,8607
2015;1;2;VILLAVICENCIO;136114,5499;323033,8607
2015;1;3;VILLAVICENCIO;136114,5499;323033,8607
2015;1;4;VILLAVICENCIO;136114,5499;323033,8607
2015;1;5;VILLAVICENCIO;136114,5499;323033,8607
2015;1;6;VILLAVICENCIO;136114,5499;323033,8607
2015;2;7;VILLAVICENCIO;143661,7644;334791,5366
2015;2;8;VILLAVICENCIO;143661,7644;334791,5366
2015;2;9;VILLAVICENCIO;143661,7644;334791,5366
2015;2;10;VILLAVICENCIO;143661,7644;334791,5366
2015;2;11;VILLAVICENCIO;143661,7644;334791,5366
2015;2;12;VILLAVICENCIO;143661,7644;334791,5366
2016;1;1;ARMENIA;143389,1055;349581,1898
2016;1;2;ARMENIA;143389,1055;349581,1898
2016;1;3;ARMENIA;143389,1055;349581,1898
2016;1;4;ARMENIA;143389,1055;349581,1898
2016;1;5;ARMENIA;143389,1055;349581,1898
2016;1;6;ARMENIA;143389,1055;349581,1898
2016;2;7;ARMENIA;142958,8426;356739,5477
2016;2;8;ARMENIA;142958,8426;356739,5477
2016;2;9;ARMENIA;142958,8426;356739,5477
2016;2;10;ARMENIA;142958,8426;356739,5477
2016;2;11;ARMENIA;142958,8426;356739,5477
2016;2;12;ARMENIA;142958,8426;356739,5477
2016;1;1;BARRANQUILLA;138591,6217;296404,5232
2016;1;2;BARRANQUILLA;138591,6217;296404,5232
2016;1;3;BARRANQUILLA;138591,6217;296404,5232
2016;1;4;BARRANQUILLA;138591,6217;296404,5232
2016;1;5;BARRANQUILLA;138591,6217;296404,5232
2016;1;6;BARRANQUILLA;138591,6217;296404,5232
2016;2;7;BARRANQUILLA;135752,0366;298495,9288
2016;2;8;BARRANQUILLA;135752,0366;298495,9288
2016;2;9;BARRANQUILLA;135752,0366;298495,9288
2016;2;10;BARRANQUILLA;135752,0366;298495,9288
2016;2;11;BARRANQUILLA;135752,0366;298495,9288
2016;2;12;BARRANQUILLA;135752,0366;298495,9288
2016;1;1;BOGOTA;162140,372;408074,9562
2016;1;2;BOGOTA;162140,372;408074,9562
2016;1;3;BOGOTA;162140,372;408074,9562
2016;1;4;BOGOTA;162140,372;408074,9562
2016;1;5;BOGOTA;162140,372;408074,9562
2016;1;6;BOGOTA;162140,372;408074,9562
2016;2;7;BOGOTA;158837,1828;407703,6264
2016;2;8;BOGOTA;158837,1828;407703,6264
2016;2;9;BOGOTA;158837,1828;407703,6264
2016;2;10;BOGOTA;158837,1828;407703,6264
2016;2;11;BOGOTA;158837,1828;407703,6264
2016;2;12;BOGOTA;158837,1828;407703,6264
2016;1;1;BUCARAMANGA;168367,5706;405229,8186
2016;1;2;BUCARAMANGA;168367,5706;405229,8186
2016;1;3;BUCARAMANGA;168367,5706;405229,8186
2016;1;4;BUCARAMANGA;168367,5706;405229,8186
2016;1;5;BUCARAMANGA;168367,5706;405229,8186
2016;1;6;BUCARAMANGA;168367,5706;405229,8186
2016;2;7;BUCARAMANGA;164531,0682;406628,3697
2016;2;8;BUCARAMANGA;164531,0682;406628,3697
2016;2;9;BUCARAMANGA;164531,0682;406628,3697
2016;2;10;BUCARAMANGA;164531,0682;406628,3697
2016;2;11;BUCARAMANGA;164531,0682;406628,3697
2016;2;12;BUCARAMANGA;164531,0682;406628,3697
2016;1;1;CALI;133287,5487;315176,898
2016;1;2;CALI;133287,5487;315176,898
2016;1;3;CALI;133287,5487;315176,898
2016;1;4;CALI;133287,5487;315176,898
2016;1;5;CALI;133287,5487;315176,898
2016;1;6;CALI;133287,5487;315176,898
2016;2;7;CALI;127986,6987;311675,8192
2016;2;8;CALI;127986,6987;311675,8192
2016;2;9;CALI;127986,6987;311675,8192
2016;2;10;CALI;127986,6987;311675,8192
2016;2;11;CALI;127986,6987;311675,8192
2016;2;12;CALI;127986,6987;311675,8192
2016;1;1;CARTAGENA;137922,7285;325208,2328
2016;1;2;CARTAGENA;137922,7285;325208,2328
2016;1;3;CARTAGENA;137922,7285;325208,2328
2016;1;4;CARTAGENA;137922,7285;325208,2328
2016;1;5;CARTAGENA;137922,7285;325208,2328
2016;1;6;CARTAGENA;137922,7285;325208,2328
2016;2;7;CARTAGENA;132553,9588;325036,2087
2016;2;8;CARTAGENA;132553,9588;325036,2087
2016;2;9;CARTAGENA;132553,9588;325036,2087
2016;2;10;CARTAGENA;132553,9588;325036,2087
2016;2;11;CARTAGENA;132553,9588;325036,2087
2016;2;12;CARTAGENA;132553,9588;325036,2087
2016;1;1;CUCUTA;128167,1471;294486,068
2016;1;2;CUCUTA;128167,1471;294486,068
2016;1;3;CUCUTA;128167,1471;294486,068
2016;1;4;CUCUTA;128167,1471;294486,068
2016;1;5;CUCUTA;128167,1471;294486,068
2016;1;6;CUCUTA;128167,1471;294486,068
2016;2;7;CUCUTA;119689,7597;288773,2278
2016;2;8;CUCUTA;119689,7597;288773,2278
2016;2;9;CUCUTA;119689,7597;288773,2278
2016;2;10;CUCUTA;119689,7597;288773,2278
2016;2;11;CUCUTA;119689,7597;288773,2278
2016;2;12;CUCUTA;119689,7597;288773,2278
2016;1;1;FLORENCIA;127698,8715;330417,908
2016;1;2;FLORENCIA;127698,8715;330417,908
2016;1;3;FLORENCIA;127698,8715;330417,908
2016;1;4;FLORENCIA;127698,8715;330417,908
2016;1;5;FLORENCIA;127698,8715;330417,908
2016;1;6;FLORENCIA;127698,8715;330417,908
2016;2;7;FLORENCIA;125311,0823;331630,6543
2016;2;8;FLORENCIA;125311,0823;331630,6543
2016;2;9;FLORENCIA;125311,0823;331630,6543
2016;2;10;FLORENCIA;125311,0823;331630,6543
2016;2;11;FLORENCIA;125311,0823;331630,6543
2016;2;12;FLORENCIA;125311,0823;331630,6543
2016;1;1;IBAGUE;138176,7113;353325,2109
2016;1;2;IBAGUE;138176,7113;353325,2109
2016;1;3;IBAGUE;138176,7113;353325,2109
2016;1;4;IBAGUE;138176,7113;353325,2109
2016;1;5;IBAGUE;138176,7113;353325,2109
2016;1;6;IBAGUE;138176,7113;353325,2109
2016;2;7;IBAGUE;132933,1064;352709,8017
2016;2;8;IBAGUE;132933,1064;352709,8017
2016;2;9;IBAGUE;132933,1064;352709,8017
2016;2;10;IBAGUE;132933,1064;352709,8017
2016;2;11;IBAGUE;132933,1064;352709,8017
2016;2;12;IBAGUE;132933,1064;352709,8017
2016;1;1;MANIZALES;126097,5972;336874,5577
2016;1;2;MANIZALES;126097,5972;336874,5577
2016;1;3;MANIZALES;126097,5972;336874,5577
2016;1;4;MANIZALES;126097,5972;336874,5577
2016;1;5;MANIZALES;126097,5972;336874,5577
2016;1;6;MANIZALES;126097,5972;336874,5577
2016;2;7;MANIZALES;125995,6289;344113,9454
2016;2;8;MANIZALES;125995,6289;344113,9454
2016;2;9;MANIZALES;125995,6289;344113,9454
2016;2;10;MANIZALES;125995,6289;344113,9454
2016;2;11;MANIZALES;125995,6289;344113,9454
2016;2;12;MANIZALES;125995,6289;344113,9454
2016;1;1;MEDELLIN;131482,9841;358080,8225
2016;1;2;MEDELLIN;131482,9841;358080,8225
2016;1;3;MEDELLIN;131482,9841;358080,8225
2016;1;4;MEDELLIN;131482,9841;358080,8225
2016;1;5;MEDELLIN;131482,9841;358080,8225
2016;1;6;MEDELLIN;131482,9841;358080,8225
2016;2;7;MEDELLIN;133489,6992;366306,3509
2016;2;8;MEDELLIN;133489,6992;366306,3509
2016;2;9;MEDELLIN;133489,6992;366306,3509
2016;2;10;MEDELLIN;133489,6992;366306,3509
2016;2;11;MEDELLIN;133489,6992;366306,3509
2016;2;12;MEDELLIN;133489,6992;366306,3509
2016;1;1;MONTERIA;135114,4321;299393,3592
2016;1;2;MONTERIA;135114,4321;299393,3592
2016;1;3;MONTERIA;135114,4321;299393,3592
2016;1;4;MONTERIA;135114,4321;299393,3592
2016;1;5;MONTERIA;135114,4321;299393,3592
2016;1;6;MONTERIA;135114,4321;299393,3592
2016;2;7;MONTERIA;130645,5601;296688,5932
2016;2;8;MONTERIA;130645,5601;296688,5932
2016;2;9;MONTERIA;130645,5601;296688,5932
2016;2;10;MONTERIA;130645,5601;296688,5932
2016;2;11;MONTERIA;130645,5601;296688,5932
2016;2;12;MONTERIA;130645,5601;296688,5932
2016;1;1;NEIVA;145594,4656;381513,9831
2016;1;2;NEIVA;145594,4656;381513,9831
2016;1;3;NEIVA;145594,4656;381513,9831
2016;1;4;NEIVA;145594,4656;381513,9831
2016;1;5;NEIVA;145594,4656;381513,9831
2016;1;6;NEIVA;145594,4656;381513,9831
2016;2;7;NEIVA;139433,964;380874,7144
2016;2;8;NEIVA;139433,964;380874,7144
2016;2;9;NEIVA;139433,964;380874,7144
2016;2;10;NEIVA;139433,964;380874,7144
2016;2;11;NEIVA;139433,964;380874,7144
2016;2;12;NEIVA;139433,964;380874,7144
2016;1;1;PASTO;148996,8838;359885,1731
2016;1;2;PASTO;148996,8838;359885,1731
2016;1;3;PASTO;148996,8838;359885,1731
2016;1;4;PASTO;148996,8838;359885,1731
2016;1;5;PASTO;148996,8838;359885,1731
2016;1;6;PASTO;148996,8838;359885,1731
2016;2;7;PASTO;142628,2885;354880,3567
2016;2;8;PASTO;142628,2885;354880,3567
2016;2;9;PASTO;142628,2885;354880,3567
2016;2;10;PASTO;142628,2885;354880,3567
2016;2;11;PASTO;142628,2885;354880,3567
2016;2;12;PASTO;142628,2885;354880,3567
2016;1;1;PEREIRA;136007,019;351050,4038
2016;1;2;PEREIRA;136007,019;351050,4038
2016;1;3;PEREIRA;136007,019;351050,4038
2016;1;4;PEREIRA;136007,019;351050,4038
2016;1;5;PEREIRA;136007,019;351050,4038
2016;1;6;PEREIRA;136007,019;351050,4038
2016;2;7;PEREIRA;136924,5703;357481,251
2016;2;8;PEREIRA;136924,5703;357481,251
2016;2;9;PEREIRA;136924,5703;357481,251
2016;2;10;PEREIRA;136924,5703;357481,251
2016;2;11;PEREIRA;136924,5703;357481,251
2016;2;12;PEREIRA;136924,5703;357481,251
2016;1;1;POPAYAN;159060,1207;376865,1361
2016;1;2;POPAYAN;159060,1207;376865,1361
2016;1;3;POPAYAN;159060,1207;376865,1361
2016;1;4;POPAYAN;159060,1207;376865,1361
2016;1;5;POPAYAN;159060,1207;376865,1361
2016;1;6;POPAYAN;159060,1207;376865,1361
2016;2;7;POPAYAN;154196,9546;378445,1645
2016;2;8;POPAYAN;154196,9546;378445,1645
2016;2;9;POPAYAN;154196,9546;378445,1645
2016;2;10;POPAYAN;154196,9546;378445,1645
2016;2;11;POPAYAN;154196,9546;378445,1645
2016;2;12;POPAYAN;154196,9546;378445,1645
2016;1;1;QUIBDO;155913,7272;366602,2258
2016;1;2;QUIBDO;155913,7272;366602,2258
2016;1;3;QUIBDO;155913,7272;366602,2258
2016;1;4;QUIBDO;155913,7272;366602,2258
2016;1;5;QUIBDO;155913,7272;366602,2258
2016;1;6;QUIBDO;155913,7272;366602,2258
2016;2;7;QUIBDO;152608,1102;368932,731
2016;2;8;QUIBDO;152608,1102;368932,731
2016;2;9;QUIBDO;152608,1102;368932,731
2016;2;10;QUIBDO;152608,1102;368932,731
2016;2;11;QUIBDO;152608,1102;368932,731
2016;2;12;QUIBDO;152608,1102;368932,731
2016;1;1;RESTO URBANO;127615,8092;272506,9414
2016;1;2;RESTO URBANO;127615,8092;272506,9414
2016;1;3;RESTO URBANO;127615,8092;272506,9414
2016;1;4;RESTO URBANO;127615,8092;272506,9414
2016;1;5;RESTO URBANO;127615,8092;272506,9414
2016;1;6;RESTO URBANO;127615,8092;272506,9414
2016;2;7;RESTO URBANO;124910,1527;274239,279
2016;2;8;RESTO URBANO;124910,1527;274239,279
2016;2;9;RESTO URBANO;124910,1527;274239,279
2016;2;10;RESTO URBANO;124910,1527;274239,279
2016;2;11;RESTO URBANO;124910,1527;274239,279
2016;2;12;RESTO URBANO;124910,1527;274239,279
2016;1;1;RIOHACHA;125988,2903;259304,5497
2016;1;2;RIOHACHA;125988,2903;259304,5497
2016;1;3;RIOHACHA;125988,2903;259304,5497
2016;1;4;RIOHACHA;125988,2903;259304,5497
2016;1;5;RIOHACHA;125988,2903;259304,5497
2016;1;6;RIOHACHA;125988,2903;259304,5497
2016;2;7;RIOHACHA;124877,4479;261048,145
2016;2;8;RIOHACHA;124877,4479;261048,145
2016;2;9;RIOHACHA;124877,4479;261048,145
2016;2;10;RIOHACHA;124877,4479;261048,145
2016;2;11;RIOHACHA;124877,4479;261048,145
2016;2;12;RIOHACHA;124877,4479;261048,145
2016;1;1;RURAL;104536,314;195202,0839
2016;1;2;RURAL;104536,314;195202,0839
2016;1;3;RURAL;104536,314;195202,0839
2016;1;4;RURAL;104536,314;195202,0839
2016;1;5;RURAL;104536,314;195202,0839
2016;1;6;RURAL;104536,314;195202,0839
2016;2;7;RURAL;102020,4548;196225,4116
2016;2;8;RURAL;102020,4548;196225,4116
2016;2;9;RURAL;102020,4548;196225,4116
2016;2;10;RURAL;102020,4548;196225,4116
2016;2;11;RURAL;102020,4548;196225,4116
2016;2;12;RURAL;102020,4548;196225,4116
2016;1;1;SANTA MARTA;145281,3384;304495,858
2016;1;2;SANTA MARTA;145281,3384;304495,858
2016;1;3;SANTA MARTA;145281,3384;304495,858
2016;1;4;SANTA MARTA;145281,3384;304495,858
2016;1;5;SANTA MARTA;145281,3384;304495,858
2016;1;6;SANTA MARTA;145281,3384;304495,858
2016;2;7;SANTA MARTA;142970,4638;304654,3552
2016;2;8;SANTA MARTA;142970,4638;304654,3552
2016;2;9;SANTA MARTA;142970,4638;304654,3552
2016;2;10;SANTA MARTA;142970,4638;304654,3552
2016;2;11;SANTA MARTA;142970,4638;304654,3552
2016;2;12;SANTA MARTA;142970,4638;304654,3552
2016;1;1;SINCELEJO;122757,5596;279253,3755
2016;1;2;SINCELEJO;122757,5596;279253,3755
2016;1;3;SINCELEJO;122757,5596;279253,3755
2016;1;4;SINCELEJO;122757,5596;279253,3755
2016;1;5;SINCELEJO;122757,5596;279253,3755
2016;1;6;SINCELEJO;122757,5596;279253,3755
2016;2;7;SINCELEJO;117966,7678;283529,0177
2016;2;8;SINCELEJO;117966,7678;283529,0177
2016;2;9;SINCELEJO;117966,7678;283529,0177
2016;2;10;SINCELEJO;117966,7678;283529,0177
2016;2;11;SINCELEJO;117966,7678;283529,0177
2016;2;12;SINCELEJO;117966,7678;283529,0177
2016;1;1;TUNJA;167175,3448;399351,7453
2016;1;2;TUNJA;167175,3448;399351,7453
2016;1;3;TUNJA;167175,3448;399351,7453
2016;1;4;TUNJA;167175,3448;399351,7453
2016;1;5;TUNJA;167175,3448;399351,7453
2016;1;6;TUNJA;167175,3448;399351,7453
2016;2;7;TUNJA;161229,8435;395862,376
2016;2;8;TUNJA;161229,8435;395862,376
2016;2;9;TUNJA;161229,8435;395862,376
2016;2;10;TUNJA;161229,8435;395862,376
2016;2;11;TUNJA;161229,8435;395862,376
2016;2;12;TUNJA;161229,8435;395862,376
2016;1;1;VALLEDUPAR;128933,2727;309040,0156
2016;1;2;VALLEDUPAR;128933,2727;309040,0156
2016;1;3;VALLEDUPAR;128933,2727;309040,0156
2016;1;4;VALLEDUPAR;128933,2727;309040,0156
2016;1;5;VALLEDUPAR;128933,2727;309040,0156
2016;1;6;VALLEDUPAR;128933,2727;309040,0156
2016;2;7;VALLEDUPAR;124887,3457;304122,18
2016;2;8;VALLEDUPAR;124887,3457;304122,18
2016;2;9;VALLEDUPAR;124887,3457;304122,18
2016;2;10;VALLEDUPAR;124887,3457;304122,18
2016;2;11;VALLEDUPAR;124887,3457;304122,18
2016;2;12;VALLEDUPAR;124887,3457;304122,18
2016;1;1;VILLAVICENCIO;158486,17;353405,037
2016;1;2;VILLAVICENCIO;158486,17;353405,037
2016;1;3;VILLAVICENCIO;158486,17;353405,037
2016;1;4;VILLAVICENCIO;158486,17;353405,037
2016;1;5;VILLAVICENCIO;158486,17;353405,037
2016;1;6;VILLAVICENCIO;158486,17;353405,037
2016;2;7;VILLAVICENCIO;152659,5569;350421,6531
2016;2;8;VILLAVICENCIO;152659,5569;350421,6531
2016;2;9;VILLAVICENCIO;152659,5569;350421,6531
2016;2;10;VILLAVICENCIO;152659,5569;350421,6531
2016;2;11;VILLAVICENCIO;152659,5569;350421,6531
2016;2;12;VILLAVICENCIO;152659,5569;350421,6531
2017;1;1;ARMENIA;145147,1143;364459,1223
2017;1;2;ARMENIA;145147,1143;364459,1223
2017;1;3;ARMENIA;145147,1143;364459,1223
2017;1;4;ARMENIA;145147,1143;364459,1223
2017;1;5;ARMENIA;145147,1143;364459,1223
2017;1;6;ARMENIA;145147,1143;364459,1223
2017;2;7;ARMENIA;143937,3691;367310,4983
2017;2;8;ARMENIA;143937,3691;367310,4983
2017;2;9;ARMENIA;143937,3691;367310,4983
2017;2;10;ARMENIA;143937,3691;367310,4983
2017;2;11;ARMENIA;143937,3691;367310,4983
2017;2;12;ARMENIA;143937,3691;367310,4983
2017;1;1;BARRANQUILLA;138185,2868;305895,0033
2017;1;2;BARRANQUILLA;138185,2868;305895,0033
2017;1;3;BARRANQUILLA;138185,2868;305895,0033
2017;1;4;BARRANQUILLA;138185,2868;305895,0033
2017;1;5;BARRANQUILLA;138185,2868;305895,0033
2017;1;6;BARRANQUILLA;138185,2868;305895,0033
2017;2;7;BARRANQUILLA;135923,2114;305286,01
2017;2;8;BARRANQUILLA;135923,2114;305286,01
2017;2;9;BARRANQUILLA;135923,2114;305286,01
2017;2;10;BARRANQUILLA;135923,2114;305286,01
2017;2;11;BARRANQUILLA;135923,2114;305286,01
2017;2;12;BARRANQUILLA;135923,2114;305286,01
2017;1;1;BOGOTA;162289,9414;421810,5041
2017;1;2;BOGOTA;162289,9414;421810,5041
2017;1;3;BOGOTA;162289,9414;421810,5041
2017;1;4;BOGOTA;162289,9414;421810,5041
2017;1;5;BOGOTA;162289,9414;421810,5041
2017;1;6;BOGOTA;162289,9414;421810,5041
2017;2;7;BOGOTA;161952,0693;424556,4579
2017;2;8;BOGOTA;161952,0693;424556,4579
2017;2;9;BOGOTA;161952,0693;424556,4579
2017;2;10;BOGOTA;161952,0693;424556,4579
2017;2;11;BOGOTA;161952,0693;424556,4579
2017;2;12;BOGOTA;161952,0693;424556,4579
2017;1;1;BUCARAMANGA;166185,2682;417648,9876
2017;1;2;BUCARAMANGA;166185,2682;417648,9876
2017;1;3;BUCARAMANGA;166185,2682;417648,9876
2017;1;4;BUCARAMANGA;166185,2682;417648,9876
2017;1;5;BUCARAMANGA;166185,2682;417648,9876
2017;1;6;BUCARAMANGA;166185,2682;417648,9876
2017;2;7;BUCARAMANGA;167893,3172;422883,8909
2017;2;8;BUCARAMANGA;167893,3172;422883,8909
2017;2;9;BUCARAMANGA;167893,3172;422883,8909
2017;2;10;BUCARAMANGA;167893,3172;422883,8909
2017;2;11;BUCARAMANGA;167893,3172;422883,8909
2017;2;12;BUCARAMANGA;167893,3172;422883,8909
2017;1;1;CALI;131935,9349;322569,9222
2017;1;2;CALI;131935,9349;322569,9222
2017;1;3;CALI;131935,9349;322569,9222
2017;1;4;CALI;131935,9349;322569,9222
2017;1;5;CALI;131935,9349;322569,9222
2017;1;6;CALI;131935,9349;322569,9222
2017;2;7;CALI;131893,7036;323717,0174
2017;2;8;CALI;131893,7036;323717,0174
2017;2;9;CALI;131893,7036;323717,0174
2017;2;10;CALI;131893,7036;323717,0174
2017;2;11;CALI;131893,7036;323717,0174
2017;2;12;CALI;131893,7036;323717,0174
2017;1;1;CARTAGENA;133600,1019;331476,7806
2017;1;2;CARTAGENA;133600,1019;331476,7806
2017;1;3;CARTAGENA;133600,1019;331476,7806
2017;1;4;CARTAGENA;133600,1019;331476,7806
2017;1;5;CARTAGENA;133600,1019;331476,7806
2017;1;6;CARTAGENA;133600,1019;331476,7806
2017;2;7;CARTAGENA;130981,1063;330674,4063
2017;2;8;CARTAGENA;130981,1063;330674,4063
2017;2;9;CARTAGENA;130981,1063;330674,4063
2017;2;10;CARTAGENA;130981,1063;330674,4063
2017;2;11;CARTAGENA;130981,1063;330674,4063
2017;2;12;CARTAGENA;130981,1063;330674,4063
2017;1;1;CUCUTA;119208,2208;292997,0747
2017;1;2;CUCUTA;119208,2208;292997,0747
2017;1;3;CUCUTA;119208,2208;292997,0747
2017;1;4;CUCUTA;119208,2208;292997,0747
2017;1;5;CUCUTA;119208,2208;292997,0747
2017;1;6;CUCUTA;119208,2208;292997,0747
2017;2;7;CUCUTA;119824,327;296554,1307
2017;2;8;CUCUTA;119824,327;296554,1307
2017;2;9;CUCUTA;119824,327;296554,1307
2017;2;10;CUCUTA;119824,327;296554,1307
2017;2;11;CUCUTA;119824,327;296554,1307
2017;2;12;CUCUTA;119824,327;296554,1307
2017;1;1;FLORENCIA;128810,4392;341773,5493
2017;1;2;FLORENCIA;128810,4392;341773,5493
2017;1;3;FLORENCIA;128810,4392;341773,5493
2017;1;4;FLORENCIA;128810,4392;341773,5493
2017;1;5;FLORENCIA;128810,4392;341773,5493
2017;1;6;FLORENCIA;128810,4392;341773,5493
2017;2;7;FLORENCIA;125844,1055;339267,6804
2017;2;8;FLORENCIA;125844,1055;339267,6804
